Architecture,Dedicated,Direct_X_(DX),Integrated,L2_Cache_(KB),Manufacturer,Memory_Type,Name,Notebook_GPU,Open_GL,Release_Date,SLI_Crossfire,Shader,Memory_Bandwidth_(GB/sec),Memory_Bus_(Bit),Memory_Speed_(MHz),Resolution_Width,Resolution_Height
Beema ,0.0,11.2,1.0,2048.0,AMD,DDR3,Radeon R3 6210,1,4.3,2014-04-29,0,5.0,12.8,64.0,800.0,4096.0,2160.0
Kaveri ,0.0,11.2,1.0,1024.0,AMD,DDR3,Radeon R4 7000,1,4.3,2014-06-30,0,5.0,25.6,128.0,800.0,4096.0,2160.0
Puma+ ,0.0,11.2,1.0,0.0,AMD,DDR3,Radeon R4 7310,1,4.3,2015-05-06,0,5.0,12.8,64.0,800.0,4096.0,2160.0
Beema ,0.0,11.2,1.0,2048.0,AMD,DDR3,Radeon R2 6110,1,4.3,2014-04-29,0,5.0,12.8,64.0,800.0,4096.0,2160.0
Puma Mullins ML-A1 ,0.0,11.2,1.0,1024.0,AMD,DDR3,Radeon R2 6200T,1,4.3,2014-04-29,0,5.0,8.5,64.0,533.0,4096.0,2160.0
Kaveri ,0.0,11.2,1.0,1024.0,AMD,DDR3,Radeon R4 7050B,1,4.3,2014-06-30,0,5.0,25.6,128.0,800.0,4096.0,2160.0
Beema ,0.0,11.2,1.0,2048.0,AMD,DDR3,Radeon R4 6310,1,4.3,2014-04-29,0,5.0,14.9,64.0,933.0,4096.0,2160.0
Puma Mullins ML-A1 ,0.0,11.2,1.0,2048.0,AMD,DDR3,Radeon R3 6400T,1,4.3,2014-04-29,0,5.0,10.7,64.0,667.0,4096.0,2160.0
Beema ,0.0,11.2,1.0,1024.0,AMD,DDR3,Radeon R2 6010,1,4.3,2014-04-29,0,5.0,10.7,64.0,667.0,4096.0,2160.0
GCN 1.1 ,1.0,12.0,0.0,0.0,AMD,DDR3,Radeon R8 M365DX,1,4.4,2015-06-03,0,5.0,86.4,192.0,1800.0,4096.0,2160.0
Terascale 3/GCN ,0.0,11.1,1.0,0.0,AMD,DDR3,Radeon HD 8650G + HD 8670M Dual,1,4.3,2013-08-01,0,5.0,16.0,64.0,1000.0,2560.0,1600.0
Terascale 3/GCN ,1.0,11.1,0.0,0.0,AMD,DDR3,Radeon HD 8650G + HD 8570M Dual,1,4.3,2013-08-01,0,5.0,16.0,64.0,1000.0,2560.0,1600.0
Terascale 3 Devastator (x2) ,1.0,11.0,0.0,,AMD,DDR3,Radeon HD 8610G + HD 8670M Dual,1,4.3,2013-05-23,1,5.0,21.3,64.0,667.0,4096.0,2160.0
Devastator / Mars PRO ,1.0,12.0,0.0,4352.0,AMD,DDR3,Radeon HD 8550G + HD 8750M Dual,1,4.4,2013-08-01,0,5.0,25.6,128.0,800.0,2560.0,1600.0
Terascale 3/GCN ,0.0,11.1,1.0,0.0,AMD,DDR3,Radeon HD 8550G + HD 8670M Dual,1,4.3,2013-08-01,0,5.0,16.0,64.0,1000.0,2560.0,1600.0
Terascale 2 ,1.0,11.0,0.0,0.0,AMD,DDR3,Radeon HD 7660G + HD 7670M Dual,1,4.2,2012-05-01,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Terascale 3 ,1.0,11.0,0.0,0.0,AMD,DDR3,Radeon HD 7640G + HD 7670M Dual,1,4.2,2012-05-01,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Terascale 3/GCN ,1.0,11.1,0.0,0.0,AMD,DDR3,Radeon HD 8210G + HD 8570M Dual,1,4.3,2013-08-01,0,5.0,16.0,64.0,1000.0,2560.0,1600.0
Devastator ,1.0,11.0,0.0,0.0,AMD,DDR3,Radeon HD 7640G + HD 7470M Dual,1,4.1,2012-06-01,0,5.0,25.6,128.0,800.0,2560.0,1600.0
Terascale 3 ,0.0,11.0,1.0,0.0,AMD,DDR3,Radeon HD 7640G + HD 7610M Dual,1,4.2,2012-05-15,0,5.0,28.8,128.0,900.0,2560.0,1600.0
,1.0,11.0,0.0,0.0,AMD,,Radeon HD 6740G2,1,,2011-06-14,0,5.0,,,,2560.0,1600.0
Terascale 3 ,1.0,11.0,0.0,0.0,AMD,DDR3,Radeon HD 7520G + HD 7670M Dual,1,4.2,2012-05-01,0,5.0,28.8,128.0,900.0,2560.0,1600.0
,1.0,11.0,0.0,0.0,AMD,DDR3,Radeon HD 6620G + HD 7690M Dual,1,4.1,2012-06-01,0,5.0,25.6,128.0,800.0,2560.0,1600.0
,1.0,11.0,0.0,0.0,AMD,DDR3,Radeon HD 6620G + HD 7450M Dual,1,4.1,2012-02-01,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Terrascale 2 ,1.0,11.0,0.0,0.0,AMD,DDR3,Radeon HD 6520G + HD 7670M Dual,1,4.1,2011-06-01,0,5.0,28.8,128.0,900.0,2560.0,1600.0
,1.0,11.0,0.0,0.0,AMD,,Radeon HD 6640G2,1,4.1,2011-06-14,0,5.0,,,,2560.0,1600.0
,1.0,11.0,0.0,0.0,AMD,DDR3,Radeon HD 6720G2,1,4.1,2011-06-14,0,5.0,,128.0,,2560.0,1600.0
Terrascale 2 ,1.0,11.0,0.0,0.0,AMD,DDR3,Radeon HD 6645G2,1,4.1,2011-06-14,0,5.0,21.3,128.0,667.0,2560.0,1600.0
BeaverCreek ,0.0,11.0,1.0,0.0,AMD,DDR3,Radeon HD 6620G,1,4.0,2011-06-14,0,5.0,,128.0,,,
,1.0,11.0,0.0,0.0,AMD,,Radeon HD 6545G2,1,,2011-06-14,0,5.0,,,,2560.0,1600.0
,1.0,11.0,0.0,0.0,AMD,,Radeon HD 6515G2,1,,2011-06-14,0,5.0,,,,2560.0,1600.0
,1.0,11.0,0.0,0.0,AMD,,Radeon HD 6540G2,1,,2011-06-14,1,5.0,,,,,
Terascale 3: Trinity ,0.0,11.0,1.0,0.0,AMD,DDR3,Radeon HD 7640G,1,4.1,2012-05-15,0,5.0,25.6,128.0,800.0,2560.0,1600.0
BeaverCreek ,0.0,11.0,1.0,0.0,AMD,DDR3,Radeon HD 6520G,1,4.0,2011-06-14,0,5.0,,128.0,,,
Terascale 3: Trinity ,1.0,11.0,0.0,0.0,AMD,DDR3,Radeon HD 7620G,1,4.1,2012-05-01,0,5.0,21.3,128.0,667.0,2560.0,1600.0
Trinity ,0.0,11.1,1.0,0.0,AMD,DDR3,Radeon HD 7600G,1,4.1,2012-09-01,0,5.0,21.3,128.0,667.0,2560.0,1600.0
Terascale 3: Trinity ,0.0,11.0,1.0,0.0,AMD,DDR3,Radeon HD 7400G,1,4.1,2012-09-01,0,5.0,21.3,128.0,667.0,2560.0,1600.0
Terascale 3: Trinity ,0.0,11.1,1.0,0.0,AMD,DDR3,Radeon HD 7500G,1,4.1,2012-05-01,0,5.0,21.3,128.0,667.0,2560.0,1600.0
Terascale 3 ,0.0,11.1,1.0,0.0,AMD,DDR3,Radeon HD 8550G,1,4.2,2013-03-12,0,5.0,25.6,128.0,800.0,2560.0,1600.0
Terascale 3 ,0.0,11.1,1.0,0.0,AMD,DDR3,Radeon HD 8510G,1,4.2,2013-05-01,0,5.0,,128.0,,2560.0,1600.0
Terascale 3: Trinity ,0.0,11.1,1.0,0.0,AMD,DDR3,Radeon HD 7520G,1,4.1,2012-06-01,0,5.0,25.6,128.0,800.0,2560.0,1600.0
Terascale 3: Trinity ,1.0,11.1,0.0,0.0,AMD,DDR3,Radeon HD 7420G,1,4.1,2012-06-01,0,5.0,25.6,128.0,800.0,2560.0,1600.0
Scrapper ,0.0,11.1,1.0,0.0,AMD,DDR3,Radeon HD 8350G,1,4.3,2013-03-12,0,5.0,25.6,128.0,800.0,,
Terascale 3 ,0.0,11.1,1.0,0.0,AMD,DDR3,Radeon HD 8450G,1,4.2,2013-03-12,0,5.0,25.6,128.0,800.0,2560.0,1600.0
,1.0,,0.0,0.0,AMD,,Mobility Radeon HD 4860,1,,2009-03-03,0,,,,,,
,1.0,,0.0,0.0,AMD,,Mobility Radeon HD 4830,1,,2009-03-03,0,,,,,2560.0,1600.0
BeaverCreek ,0.0,11.0,1.0,0.0,AMD,DDR3,Radeon HD 6480G,1,4.0,2011-06-14,0,5.0,,128.0,,,
RV730 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 4670 1GB,1,3.3,2009-01-09,0,4.1,25.6,128.0,800.0,2560.0,1600.0
RV710 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 4550,1,3.3,2010-01-01,0,4.1,11.2,64.0,700.0,2560.0,1600.0
RV730 ,1.0,10.1,0.0,0.0,AMD,DDR3,Mobility Radeon HD 4650,1,3.3,2009-01-09,0,4.1,25.6,128.0,800.0,2560.0,1600.0
RV770 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 4850,1,3.3,2009-01-09,0,4.1,54.4,256.0,850.0,2560.0,1600.0
RV710 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 4530,1,3.3,2009-01-09,0,4.1,11.2,64.0,700.0,2560.0,1600.0
M86GL ,1.0,10.0,0.0,0.0,AMD,GDDR3,Mobility FireGL V5700,1,2.1,2008-01-07,0,4.1,22.4,128.0,700.0,,
RV710 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 4570,1,3.3,2009-01-09,0,4.1,12.8,64.0,800.0,2560.0,1600.0
RV730 ,1.0,10.1,0.0,0.0,AMD,DDR3,Mobility Radeon HD 4670 512MB,1,3.3,2009-01-09,0,4.1,25.6,128.0,800.0,2560.0,1600.0
RV710 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 4350,1,3.3,2009-01-09,0,4.1,9.6,64.0,600.0,2560.0,1600.0
M66GL ,0.0,,1.0,0.0,AMD,GDDR3,Mobility FireGL V5250,1,2.0,2007-01-01,0,3.0,10.6,128.0,330.0,2048.0,1536.0
M56GL ,0.0,,1.0,0.0,AMD,GDDR3,Mobility FireGL V5200,1,2.0,2006-12-01,0,3.0,15.2,128.0,475.0,2048.0,1536.0
,0.0,9.0,1.0,0.0,AMD,DDR,Mobility FireGL T2,1,2.0,2003-11-01,0,2.0,3.2,128.0,200.0,2048.0,1536.0
Juniper XT ,1.0,11.0,0.0,0.0,AMD,GDDR5,FirePro M7820,1,4.0,2010-05-01,0,5.0,64.0,128.0,1000.0,,
Blackcomb XT ,0.0,11.0,1.0,0.0,AMD,GDDR5,FirePro M8900,1,4.1,2011-04-12,0,5.0,115.2,256.0,900.0,,
M97GL ,1.0,10.1,0.0,0.0,AMD,GDDR5,FirePro M7740,1,3.3,2009-08-04,0,4.1,64.0,128.0,1000.0,2560.0,1600.0
Whistler XT ,1.0,11.0,0.0,0.0,AMD,GDDR5,FirePro M5950,1,4.1,2011-04-13,0,5.0,57.6,128.0,900.0,,
GCN 1.1 Mars XTX ,1.0,12.0,0.0,256.0,AMD,GDDR5,FirePro W4170M,1,4.4,2014-04-28,1,5.0,72.0,128.0,1125.0,4096.0,2160.0
Redwood XT ,1.0,11.0,0.0,0.0,AMD,GDDR5,FirePro M5800 1GB DDR3,1,3.2,2010-03-01,0,5.0,51.2,128.0,800.0,,
GCN 1.1 Saturn XT GL ,1.0,11.1,0.0,512.0,AMD,GDDR5,FirePro M6100,1,4.2,2013-10-16,1,5.0,72.0,128.0,1125.0,4096.0,2160.0
GCN 1.1 Venus XT ,1.0,11.1,0.0,256.0,AMD,GDDR5,FirePro M5100,1,4.2,2013-10-16,1,5.0,72.0,128.0,1125.0,4096.0,2160.0
Cape Verde PRO GL ,1.0,11.1,0.0,0.0,AMD,GDDR5,FirePro M4000,1,4.2,2012-06-27,1,5.0,64.0,128.0,1000.0,4096.0,2160.0
M24GL ,0.0,,1.0,0.0,AMD,DDR2,Mobility FireGL V3200,1,2.0,2004-12-01,0,2.0,,128.0,,2048.0,1536.0
RV710 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 4330,1,3.3,2009-01-09,0,4.1,9.6,64.0,600.0,2560.0,1600.0
RV350 ,1.0,9.0,0.0,0.0,AMD,DDR,Mobility Radeon 9600 Series,1,2.0,2003-03-01,0,2.0,4.0,128.0,250.0,2048.0,1536.0
Caicos ,0.0,11.0,1.0,0.0,AMD,DDR3,FirePro M3900,1,4.0,2011-04-13,0,5.0,14.4,64.0,900.0,,
RV280 ,1.0,8.1,0.0,0.0,AMD,DDR,Mobility Radeon 9200,1,1.4,2003-03-01,0,1.4,3.2,128.0,200.0,2048.0,1536.0
RV360 ,1.0,9.0,0.0,0.0,AMD,DDR,Mobility Radeon 9700 Series,1,2.0,2004-02-01,0,2.0,4.4,128.0,275.0,2048.0,1536.0
RV620 ,1.0,10.1,0.0,0.0,AMD,DDR3,Mobility Radeon HD 4250,1,2.0,2010-05-01,0,4.0,,128.0,,2560.0,1600.0
RV620 ,0.0,10.1,1.0,0.0,AMD,DDR3,Mobility Radeon HD 4270,1,2.0,2010-05-01,0,5.0,,128.0,,2560.0,1600.0
RV620 ,1.0,10.1,0.0,0.0,AMD,DDR3,Mobility Radeon HD 4200,1,2.0,2009-09-10,0,4.1,,128.0,,2560.0,1600.0
RV630 ,1.0,10.0,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 2600 XT,1,2.0,2007-05-14,0,4.0,24.0,128.0,750.0,2560.0,1600.0
RV250 ,1.0,8.1,0.0,0.0,AMD,DDR,Mobility Radeon 9000 64MB,1,1.4,2002-08-01,0,1.4,3.2,128.0,200.0,2048.0,1536.0
RV630 ,1.0,10.0,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 2600,1,2.0,2007-05-14,0,4.0,19.2,128.0,600.0,2560.0,1600.0
RV630 ,1.0,10.0,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 2700,1,2.0,2007-12-12,0,4.0,22.4,128.0,700.0,2560.0,1600.0
RV515 ,1.0,,0.0,0.0,AMD,DDR2,Mobility Radeon HD 2300,1,2.0,2007-03-01,0,3.0,12.8,128.0,400.0,2560.0,1600.0
RV610 ,1.0,10.0,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 2400 XT,1,2.0,2007-05-14,0,4.0,11.2,64.0,700.0,2560.0,1600.0
RV670 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 3870,1,2.0,2008-06-04,1,4.1,54.4,256.0,850.0,2560.0,1600.0
RV635 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 3670,1,2.0,2008-01-07,0,4.1,25.6,128.0,800.0,2560.0,1600.0
RV635 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 3650,1,3.3,2008-01-07,0,4.1,22.4,128.0,700.0,2560.0,1600.0
RV610 ,1.0,10.0,0.0,0.0,AMD,DDR2,Mobility Radeon HD 2400,1,2.0,2007-05-14,0,4.0,8.0,64.0,500.0,2560.0,1600.0
RV670 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 3850,1,2.0,2008-06-04,0,4.1,48.0,256.0,750.0,2560.0,1600.0
RV620 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 3470,1,2.0,2008-01-07,0,4.1,12.8,64.0,800.0,2560.0,1600.0
RV620 ,1.0,10.0,0.0,0.0,AMD,DDR2,Mobility Radeon HD 3200,1,2.0,2008-06-04,0,4.1,,64.0,,2560.0,1600.0
RV620 ,1.0,10.1,0.0,0.0,AMD,DDR2,Mobility Radeon HD 3430,1,2.0,2008-07-25,0,4.1,11.2,64.0,700.0,2560.0,1600.0
RV620 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 3450,1,2.0,2008-01-07,0,4.1,11.2,64.0,700.0,2560.0,1600.0
RV620 ,1.0,10.1,0.0,0.0,AMD,DDR2,Mobility Radeon HD 3410,1,2.0,2008-07-25,0,4.1,11.2,64.0,700.0,2560.0,1600.0
,0.0,,1.0,0.0,Nvidia,,GeForce 7150M nForce 630M,1,2.1,2006-01-01,0,3.0,,64.0,,,
G92M ,1.0,10.0,0.0,0.0,Nvidia,GDDR3,GeForce 8800M GTX,1,2.1,2007-11-01,1,4.0,51.2,256.0,800.0,2560.0,1600.0
G92 (x2) ,1.0,10.0,0.0,,Nvidia,GDDR5,GeForce 8800M GTX SLI,1,2.1,2007-11-01,1,4.0,204.8,256.0,800.0,2560.0,1600.0
G92M ,1.0,10.0,0.0,0.0,Nvidia,GDDR3,GeForce 8800M GTS,1,2.1,2007-11-01,0,4.0,51.2,256.0,800.0,2560.0,1600.0
NV41M ,1.0,9.0,0.0,0.0,Nvidia,DDR3,GeForce Go 6800 ultra,1,2.0,2005-02-01,0,3.0,35.2,256.0,550.0,2048.0,1536.0
Kepler GK104 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 880M 8GB,1,4.5,2014-03-12,1,5.0,160.0,256.0,1250.0,4096.0,2160.0
G71M ,1.0,9.0,0.0,0.0,Nvidia,GDDR3,GeForce Go 7900 GTX,1,2.1,2006-04-01,1,3.0,38.4,256.0,600.0,2560.0,1600.0
G72M ,1.0,9.0,0.0,0.0,Nvidia,DDR3,GeForce Go 7200,1,2.1,2006-09-01,0,3.0,2.8,32.0,350.0,2560.0,1600.0
G70M ,1.0,9.0,0.0,0.0,Nvidia,GDDR3,GeForce Go 7800 GTX,1,2.1,2005-10-01,1,3.0,35.2,256.0,550.0,2560.0,1600.0
G71M ,1.0,9.0,0.0,0.0,Nvidia,GDDR3,GeForce Go 7950 GTX,1,2.1,2006-10-01,1,3.0,44.8,256.0,700.0,2560.0,1600.0
Kepler GK104 (x2) ,1.0,11.2,0.0,,Nvidia,GDDR5,GeForce GTX 880M SLI,1,4.3,2014-03-12,1,5.0,320.0,256.0,1250.0,4096.0,2160.0
Fermi GF104-N12E-GTX-A1 (x2) ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 485M SLI,1,4.5,2011-01-01,1,5.0,192.0,256.0,750.0,2560.0,1600.0
Kepler GK104 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 880M 4GB,1,4.5,2014-03-12,1,5.0,160.0,256.0,1250.0,4096.0,2160.0
G71M ,1.0,9.0,0.0,0.0,Nvidia,GDDR3,GeForce Go 7900 GS,1,2.1,2006-04-01,1,3.0,32.0,256.0,500.0,2560.0,1600.0
G94b ,1.0,10.0,0.0,0.0,Nvidia,GDDR3,GeForce GTS 160M,1,2.1,2009-03-02,1,4.0,51.2,256.0,800.0,2560.0,1600.0
Fermi GF114 (x2) ,1.0,11.0,0.0,,Nvidia,GDDR5,GeForce GTX 580M SLI,1,4.1,2011-06-01,1,5.0,192.0,256.0,750.0,2560.0,1600.0
Fermi GF116 (x2) ,1.0,11.0,0.0,,Nvidia,GDDR5,GeForce GTX 560M SLI,1,4.1,2011-05-01,1,5.0,120.0,192.0,625.0,2560.0,1600.0
Fermi GF114 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 570M,1,4.5,2011-06-28,1,5.0,72.0,192.0,750.0,2560.0,1600.0
Fermi GF106 ,1.0,12.0,0.0,384.0,Nvidia,DDR3,GeForce GT 555M 3GB,1,4.5,2011-01-05,0,5.0,43.2,192.0,900.0,2560.0,1600.0
Fermi GF114 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 580M,1,4.5,2011-06-28,1,5.0,96.0,256.0,750.0,2560.0,1600.0
Fermi GF108-400-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GT 555M v2,1,4.5,2011-06-15,0,5.0,50.2,128.0,784.0,2560.0,1600.0
Fermi GF116 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 560M,1,4.5,2011-05-30,1,5.0,60.0,192.0,625.0,2560.0,1600.0
Fermi GF116 ,1.0,12.0,0.0,384.0,Nvidia,DDR3,GeForce GT 555M v3,1,4.5,2012-03-26,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Fermi GF108 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 550M 2GB,1,4.5,2011-01-06,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Fermi GF108 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 540M,1,4.5,2011-01-06,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Fermi GF106 ,1.0,12.0,0.0,384.0,Nvidia,DDR3,GeForce GT 555M,1,4.5,2011-01-05,0,5.0,43.2,192.0,900.0,2560.0,1600.0
Fermi GF108 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 540M 2GB,1,4.5,2011-01-01,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Fermi GF108 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 550M,1,4.5,2011-01-05,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Fermi GF108 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 525M,1,4.5,2011-01-05,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Fermi GF108 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 525M 2GB,1,4.5,2011-01-01,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Fermi GF108 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 520M v2,1,4.5,2011-01-05,0,5.0,12.8,64.0,800.0,2560.0,1600.0
Fermi GF119 ,1.0,12.0,0.0,128.0,Nvidia,DDR3,GeForce GT 520M,1,4.5,2011-01-05,0,5.0,12.8,64.0,800.0,2560.0,1600.0
Tesla G92-N10E-GTX ,1.0,10.0,0.0,0.0,Nvidia,GDDR3,GeForce GTX 280M,1,3.3,2009-03-01,1,4.0,60.8,256.0,950.0,2560.0,1600.0
Tesla G92-N10E-GTX1-B1 ,1.0,10.0,0.0,0.0,Nvidia,GDDR3,GeForce GTX 285M,1,3.3,2010-02-01,1,4.0,64.0,256.0,1000.0,2560.0,1600.0
Fermi GF119 ,1.0,12.0,0.0,128.0,Nvidia,DDR3,GeForce GT 520MX,1,4.5,2011-05-30,0,5.0,14.4,64.0,900.0,2560.0,1600.0
Tesla G92-N10E-GT ,1.0,10.0,0.0,0.0,Nvidia,GDDR3,GeForce GTX 260M,1,3.3,2009-03-01,1,4.0,60.8,256.0,950.0,2560.0,1600.0
Tesla G92b (x2) ,1.0,10.0,0.0,,Nvidia,GDDR3,GeForce GTX 260M SLI,1,2.1,2009-03-01,1,4.0,121.6,256.0,950.0,2560.0,1600.0
Tesla GT215-N10E-GS ,1.0,10.1,0.0,0.0,Nvidia,GDDR5,GeForce GTS 260M,1,3.3,2009-06-01,1,4.0,57.6,128.0,900.0,2560.0,1600.0
Tesla GT215-N10E-GE-A2 ,1.0,10.1,0.0,0.0,Nvidia,GDDR5,GeForce GTS 250M,1,3.3,2009-06-01,1,4.0,51.2,128.0,800.0,2560.0,1600.0
Tesla G92b (x2) ,1.0,10.0,0.0,,Nvidia,GDDR3,GeForce GTX 280M SLI,1,2.1,2009-03-01,1,4.0,121.6,256.0,950.0,2560.0,1600.0
Pascal P104-200-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1070M,1,4.5,2016-09-01,0,5.0,256.3,256.0,2002.0,7680.0,4320.0
Pascal P107 ,1.0,12.1,0.0,1024.0,Nvidia,GDDR5,GeForce GTX 1050M Ti 4GB,1,4.5,2016-10-18,0,5.0,112.1,128.0,1752.0,7680.0,4320.0
Tesla GT216-N10P-GS ,1.0,10.1,0.0,0.0,Nvidia,DDR3,GeForce GT 240M,1,3.3,2009-06-01,0,4.0,25.6,128.0,800.0,2560.0,1600.0
Pascal P102 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5X,GeForce GTX 1080 Ti Mobile,1,4.5,2017-03-05,1,5.0,484.4,352.0,1376.0,7680.0,4320.0
Pascal P107 ,1.0,12.1,0.0,1024.0,Nvidia,GDDR5,GeForce GTX 1050M,1,4.5,2016-11-01,0,5.0,112.1,128.0,1752.0,7680.0,4320.0
Tesla GT218-N10M-GS ,1.0,10.1,0.0,0.0,Nvidia,GDDR3,GeForce G 210M,1,3.3,2009-01-02,0,4.0,12.8,64.0,800.0,2560.0,1600.0
Tesla GT216-N10P-GE-A2 ,1.0,10.1,0.0,0.0,Nvidia,GDDR3,GeForce GT 230M,1,3.3,2009-06-15,0,4.0,25.6,128.0,800.0,2560.0,1600.0
Pascal P106-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 1060M,1,4.5,2016-09-01,0,5.0,192.2,192.0,2002.0,7680.0,4320.0
Tesla G92b (x2) ,1.0,10.0,0.0,,Nvidia,GDDR3,GeForce GTX 285M SLI,1,2.1,2010-02-01,1,4.0,65.3,128.0,1020.0,2560.0,1600.0
G96b ,1.0,10.0,0.0,0.0,Nvidia,GDDR3,GeForce GT 130M,1,2.1,2009-01-08,1,4.0,25.6,128.0,800.0,2560.0,1600.0
G94b ,1.0,10.0,0.0,0.0,Nvidia,GDDR3,GeForce GTS 150M,1,2.1,2009-03-02,1,4.0,64.0,256.0,1000.0,2560.0,1600.0
Tesla MCP79MX ,0.0,10.0,1.0,0.0,Nvidia,DDR2,GeForce G 205M,1,3.3,2010-01-01,0,4.0,6.4,64.0,400.0,,
Tesla G96M C1 ,1.0,10.0,0.0,0.0,Nvidia,DDR3,GeForce GT 220M,1,3.3,2009-08-16,0,4.0,25.6,128.0,800.0,2560.0,1600.0
G98 ,1.0,10.0,0.0,0.0,Nvidia,DDR2,GeForce G 103M,1,2.1,2009-09-01,0,4.0,8.0,64.0,500.0,2560.0,1600.0
G98 ,1.0,10.0,0.0,0.0,Nvidia,GDDR3,GeForce G 105M,1,2.1,2009-01-08,0,4.0,11.2,64.0,700.0,2560.0,1600.0
MCP79XT ,0.0,10.0,1.0,0.0,Nvidia,DDR2,GeForce G 102M,1,2.1,2009-03-03,0,4.0,6.4,64.0,400.0,2560.0,1600.0
G96b ,1.0,10.0,0.0,0.0,Nvidia,DDR3,GeForce GT 120M,1,2.1,2009-02-11,0,4.0,,128.0,,2560.0,1600.0
Fermi GF104-N12E-GTX-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 485M,1,4.5,2011-01-05,1,5.0,96.0,256.0,750.0,2560.0,1600.0
Fermi GF100-N11E-GTX-A3 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 480M,1,4.5,2010-05-25,1,5.0,76.8,256.0,600.0,2560.0,1600.0
Fermi GF100-N11E-GTX-A3 (x2) ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 480M SLI,1,4.5,2010-05-01,1,5.0,153.6,256.0,600.0,2560.0,1600.0
Fermi GF104-N11E-GT (x2) ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 470M SLI,1,4.5,2010-09-01,1,5.0,120.0,192.0,625.0,2560.0,1600.0
Fermi GF104-N11E-GT ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 470M,1,4.5,2010-09-03,1,5.0,60.0,192.0,625.0,2560.0,1600.0
Fermi GF106-N11E-GE-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GT 445M v2,1,4.5,2010-09-03,0,5.0,40.0,128.0,625.0,2560.0,1600.0
G96b ,1.0,10.0,0.0,0.0,Nvidia,GDDR3,GeForce G 110M,1,2.1,2009-01-08,0,4.0,11.2,64.0,700.0,2560.0,1600.0
Fermi GF106-N11E-GE-A1 ,1.0,12.0,0.0,384.0,Nvidia,DDR3,GeForce GT 445M,1,4.5,2010-09-03,0,5.0,38.4,192.0,800.0,2560.0,1600.0
